Subfolder,Deal,NorthHand,EastHand,SouthHand,WestHand,label
Stayman,8,S:95 H:KQ95 D:AK63 C:KQ8,S:T63 H: D:Q942 C:AJ7652,S:AKQ42 H:JT76 D:75 C:93,S:J87 H:A8432 D:JT8 C:T4,auction_calm
Stayman,9,S:T86 H:KQ5 D:A864 C:AKT,S:J7 H:9432 D:K3 C:Q6542,S:AKQ42 H:JT76 D:75 C:93,S:953 H:A8 D:QJT92 C:J87,auction_calm
Stayman,10,S:AQJ9 H:KJ D:Q764 C:Q53,S:86 H:742 D:AK52 C:T962,S:KT42 H:AQT963 D: C:874,S:753 H:85 D:JT983 C:AKJ,auction_calm
Stayman,11,S:AQJ H:KJ D:Q764 C:Q653,S:853 H: D:AT8532 C:KJT2,S:KT42 H:AQT963 D: C:874,S:976 H:87542 D:KJ9 C:A9,auction_calm
Stayman,12,S:83 H:KQ74 D:7643 C:A82,S:Q765 H:JT98 D:AT C:J96,S:KT42 H:A3 D:QJ95 C:KQ7,S:AJ9 H:652 D:K82 C:T543,auction_calm
Stayman,13,S:JT83 H:JT86 D:KT C:A84,S:A9654 H:754 D:A83 C:53,S:KQ2 H:A93 D:QJ95 C:KQ7,S:7 H:KQ2 D:7642 C:JT962,auction_calm
Stayman,14,S:KT85 H:9852 D:A93 C:Q5,S:A9 H:KT74 D:T4 C:K6432,S:Q762 H:Q63 D:KQJ C:AJ7,S:J43 H:AJ D:87652 C:T98,auction_calm
Stayman,15,S:QT93 H:K873 D:A5 C:764,S:AK754 H:642 D:982 C:53,S:J62 H:AT95 D:KQJ4 C:AQ,S:8 H:QJ D:T763 C:KJT982,auction_calm
Stayman,16,S:AT96 H:63 D:QT84 C:K83,S:752 H:QJ42 D:A C:JT952,S:KQJ4 H:AT95 D:J73 C:AQ,S:83 H:K87 D:K9652 C:764,auction_calm
Stayman,17,S:AQ52 H:KQT96 D:T9 C:97,S:T9763 H:543 D:AK4 C:43,S:KJ4 H:A8 D:QJ73 C:AQT8,S:8 H:J72 D:8652 C:KJ652,auction_calm
Stayman,18,S:Q2 H:K9753 D:Q73 C:QT6,S:J86543 H:A8 D:J82 C:87,S:K7 H:QJT D:AK95 C:KJ94,S:AT9 H:642 D:T64 C:A532,auction_calm
Stayman,19,S:QJ763 H:KT73 D:42 C:Q5,S:T9542 H:654 D:AJ6 C:43,S:AK H:QJ9 D:KQ83 C:AJT7,S:8 H:A82 D:T975 C:K9862,auction_calm
Stayman,20,S:Q963 H:K5 D:Q875 C:742,S:A7 H:86432 D:3 C:A8653,S:KJT5 H:AQJ9 D:AJ9 C:KQ,S:842 H:T7 D:KT642 C:JT9,auction_calm
Stayman,21,S:AJ85 H:KJ D:AK8 C:KJ96,S:93 H:8 D:J75432 C:QT52,S:KQ42 H:AQT943 D: C:874,S:T76 H:7652 D:QT96 C:A3,auction_calm
Stayman,22,S:A83 H:AK64 D:Q52 C:Q87,S:KJ965 H:752 D:KT C:K43,S:Q742 H:T983 D:J8763 C:,S:T H:QJ D:A94 C:AJT9652,auction_calm
Stayman,23,S:AK73 H:A95 D:982 C:AQ2,S:962 H:JT32 D:A3 C:J953,S:QJ85 H:K64 D:QJ7 C:KT8,S:T4 H:Q87 D:KT654 C:764,auction_calm
Stayman,24,S:AQT6 H:Q7 D:T95 C:K974,S:KJ5432 H:A32 D:K6 C:QJ,S:98 H:KJ4 D:AQJ7 C:AT85,S:7 H:T9865 D:8432 C:632,auction_1nt_pass_2c_2s
Stayman,25,S:A8 H:KJ74 D:A72 C:KQ53,S:74 H:965 D:KQJ984 C:A2,S:KQT2 H:AQT3 D:63 C:874,S:J9653 H:82 D:T5 C:JT96,auction_1nt_2d
Takeout,1,S:K5 H:JT53 D:9742 C:873,S:JT72 H:Q42 D:A53 C:A92,S:A964 H:AK98 D:8 C:QT65,S:Q83 H:76 D:KQJT6 C:KJ4,auction_1d
Takeout,2,S:A983 H:QJ D:7652 C:843,S:6 H:T643 D:AKQT93 C:K2,S:KQT4 H:AK98 D:8 C:AJ65,S:J752 H:752 D:J4 C:QT97,auction_1d
Takeout,3,S:K62 H:T853 D:864 C:964,S:T973 H:A42 D:A C:KQJ72,S:AQ4 H:KQJ6 D:QJT7 C:A3,S:J85 H:97 D:K9532 C:T85,auction_1c
Takeout,4,S:KJ83 H:Q75 D:73 C:K652,S:92 H:AKJT96 D:AQ5 C:QJ,S:AQ64 H:8 D:JT82 C:AT73,S:T75 H:432 D:K964 C:984,auction_1h
Takeout,5,S:KJ83 H:Q75 D:73 C:K652,S:92 H:AKJT96 D:KJ5 C:QJ,S:AQ64 H:8 D:AT82 C:AT73,S:T75 H:432 D:Q964 C:984,auction_1h
Takeout,6,S:KQ95 H:AJ73 D:963 C:K7,S:A74 H:96 D:KJ42 C:QJT6,S:JT86 H:KQ4 D:A7 C:A985,S:32 H:T852 D:QT85 C:432,auction_1d
Takeout,6,S:KQ95 H:AJ73 D:963 C:K7,S:A742 H:9 D:KQJ854 C:Q2,S:JT86 H:KQ4 D:A7 C:A985,S:3 H:T8652 D:T2 C:JT643,auction_1d_x_pass_2d_3d
Takeout,7,S:AQ86 H:742 D:983 C:K75,S:KT7432 H:AJ9 D:2 C:QJ3,S:95 H:KQT3 D:AT54 C:A96,S:J H:865 D:KQJ76 C:T842,auction_1s
Takeout,8,S:AQ86 H:742 D:Q83 C:Q75,S:KJT742 H:AJ9 D:K97 C:3,S:95 H:KQT3 D:AJT5 C:AK6,S:3 H:865 D:642 C:JT9842,auction_1s
Takeout,9,S:7643 H:962 D:94 C:AK86,S:AJ952 H: D:KQ8 C:QT752,S:K8 H:AKQT73 D:A75 C:94,S:QT H:J854 D:JT632 C:J3,auction_1s
Takeout,10,S:74 H:J5 D:K8732 C:Q762,S:KQ92 H:T962 D:94 C:AT8,S:A85 H:KQ73 D:AJT5 C:94,S:JT63 H:A84 D:Q6 C:KJ53,auction_1c
Takeout,10,S:74 H:J5 D:K8732 C:Q762,S:KQT63 H:T86 D:6 C:KJT5,S:A85 H:KQ73 D:AJT5 C:94,S:J92 H:A942 D:Q94 C:A83,auction_1c_pass_1s
Takeout,11,S:J853 H:T962 D:Q96 C:73,S:AQT964 H: D:J742 C:T62,S:7 H:AKJ3 D:AKT5 C:AQJ9,S:K2 H:Q8754 D:83 C:K854,auction_2s
Takeout,12,S:AT42 H:753 D:86 C:KT65,S:K6 H:J94 D:KQ975 C:Q84,S:QJ9 H:AK8 D:AJT C:AJ97,S:8753 H:QT62 D:432 C:32,auction_1d
Takeout,13,S:865 H:743 D:KQ742 C:52,S:AJT H:JT9 D:8 C:KQT643,S:KQ9 H:AK8 D:AJT C:AJ97,S:7432 H:Q652 D:9653 C:8,auction_1c
Takeout,14,S:AKT3 H:AJ82 D:AQ6 C:83,S:42 H:976 D:J93 C:QJ952,S:Q965 H:Q43 D:852 C:764,S:J87 H:KT5 D:KT74 C:AKT,auction_1d
Takeout,15,S:AKJ3 H:52 D:KQT6 C:KQ5,S:742 H:J D:J53 C:T87432,S:Q965 H:873 D:84 C:AJ96,S:T8 H:AKQT964 D:A972 C:,auction_1h
Takeout,16,S:9 H:A932 D:KT63 C:AK75,S:72 H:85 D:A742 C:J9642,S:A54 H:KT64 D:QJ98 C:83,S:KQJT863 H:QJ7 D:5 C:QT,auction_1s
Takeout,17,S:KQ95 H:A874 D:AJ3 C:64,S:J8 H:JT32 D:8642 C:953,S:AT73 H:95 D:KQT9 C:A87,S:642 H:KQ6 D:75 C:KQJT2,auction_1c
Takeout,18,S:T3 H:K952 D:AK73 C:Q95,S:982 H:A6 D:T82 C:T8432,S:K54 H:QJT873 D:Q4 C:A6,S:AQJ76 H:4 D:J965 C:KJ7,auction_1s
Takeout,19,S:AKQT942 H:87 D: C:AQ42,S:J87 H:T653 D:KJT3 C:KJ,S:65 H:Q42 D:97542 C:T96,S:3 H:AKJ9 D:AQ86 C:8753,auction_1d
Takeout,20,S:AKQ864 H:8 D:A85 C:K62,S:T732 H:T5 D:KQJ943 C:Q,S:J95 H:964 D:76 C:AT853,S: H:AKQJ732 D:T2 C:J974,auction_1h
Takeout,20,S:AKQ864 H:8 D:A85 C:K62,S:T73 H:T75 D:J32 C:Q974,S:J95 H:964 D:76 C:AT853,S:2 H:AKQJ32 D:KQT94 C:J,auction_1h_x_pass_2c_2h
Takeout,21,S:A84 H:KQJ6 D:92 C:KQJ7,S:73 H:T95 D:AQ73 C:T532,S:J965 H:873 D:84 C:A864,S:KQT2 H:A42 D:KJT65 C:9,auction_1d
Takeout,21,S:A84 H:KQJ6 D:92 C:KQJ7,S:KQT32 H:T2 D:QJ7 C:T53,S:J965 H:873 D:84 C:A864,S:7 H:A954 D:AKT653 C:92,auction_1d_x_1s
Takeout,21,S:A84 H:KQJ6 D:92 C:KQJ7,S:QT73 H:T92 D:AQ7 C:T92,S:J965 H:873 D:84 C:A864,S:K2 H:A54 D:KJT653 C:53,auction_1d_x_1s_pass_2d
Takeout,22,S:A975 H:KJ3 D:97 C:KQ52,S:QJ62 H:872 D:A653 C:T7,S:83 H:QT965 D:842 C:A84,S:KT4 H:A4 D:KQJT C:J963,auction_1d
Takeout,22,S:A975 H:KJ3 D:97 C:KQ52,S:KJ642 H:2 D:AJ3 C:T973,S:83 H:QT965 D:842 C:A84,S:QT H:A874 D:KQT65 C:J6,auction_1d_x_1s
Takeout,23,S:K873 H:KJ4 D:76 C:AQ52,S:Q92 H:A63 D:AQT3 C:JT9,S:54 H:Q9752 D:952 C:763,S:AJT6 H:T8 D:KJ84 C:K84,auction_1d
Takeout,23,S:K873 H:KJ4 D:76 C:AQ52,S:Q92 H:A63 D:AQT3 C:JT9,S:54 H:Q9752 D:952 C:763,S:AJT6 H:T8 D:KJ84 C:K84,auction_1d_x_xx
Takeout,23,S:K873 H:KJ4 D:76 C:AQ52,S:Q92 H:A63 D:AQT3 C:JT9,S:54 H:Q9752 D:952 C:763,S:AJT6 H:T8 D:KJ84 C:K84,auction_1d_x_xx_1h_pass_pass_2d
Takeout,24,S:3 H:KQ D:QJT62 C:KQT84,S:AQJ2 H:JT9643 D:854 C:,S:KT97 H:8 D:AK73 C:AJ96,S:8654 H:A752 D:9 C:7532,auction_2h
Takeout,25,S:AQ86 H:A742 D:KJT5 C:7,S:T742 H:QJ96 D:743 C:K5,S:K9 H:85 D:Q62 C:QJT963,S:J53 H:KT3 D:A98 C:A842,auction_1c
Transfers,1,S:AK53 H:QT D:Q65 C:A742,S:QJT8 H:74 D:KJ9432 C:Q,S:94 H:KJ9863 D:T8 C:865,S:762 H:A52 D:A7 C:KJT93,auction_calm
Transfers,2,S:KT5 H:A5 D:QJ84 C:KQ73,S:AJ93 H:972 D:AT752 C:T,S:Q8764 H:Q4 D:K63 C:J92,S:2 H:KJT863 D:9 C:A8654,auction_calm
Transfers,3,S:KT5 H:A5 D:QJ84 C:KQ73,S:A983 H:T82 D:AT752 C:T,S:QJ764 H:74 D:K63 C:A92,S:2 H:KQJ963 D:9 C:J8654,auction_calm
Transfers,4,S:AJ76 H:Q6 D:K753 C:KQ4,S:Q82 H:A53 D:Q94 C:J987,S:53 H:K98742 D:AT6 C:65,S:KT94 H:JT D:J82 C:AT32,auction_calm
Transfers,5,S:QT9 H:K53 D:K62 C:AK84,S:K742 H:86 D:A85 C:QT97,S:53 H:AQT742 D:QJT C:65,S:AJ86 H:J9 D:9743 C:J32,auction_calm
Transfers,6,S:QJ5 H:K8 D:AT62 C:AK98,S:A643 H:52 D:J974 C:QJ7,S:KT987 H:A9764 D:83 C:5,S:2 H:QJT3 D:KQ5 C:T6432,auction_calm
Transfers,7,S:Q6 H:A74 D:KJ92 C:KQ83,S:KT97 H:62 D:T8743 C:AT,S:AJ854 H:KQT83 D:6 C:75,S:32 H:J95 D:AQ5 C:J9642,auction_calm
Transfers,8,S:J4 H:AQJ5 D:AQJ3 C:T96,S:K98 H:T8762 D:T72 C:J8,S:AQT75 H:4 D:986 C:AKQ5,S:632 H:K93 D:K54 C:7432,auction_calm
Transfers,9,S:KJ H:KQ9 D:KT73 C:AJ74,S:986 H:T7652 D:QJ2 C:T9,S:AQT75 H:A4 D:986 C:KQ5,S:432 H:J83 D:A54 C:8632,auction_calm
Transfers,10,S:Q2 H:AJ3 D:AK64 C:KQJT,S:KT643 H:T2 D:QJ8 C:965,S:75 H:KQ874 D:T93 C:874,S:AJ98 H:965 D:752 C:A32,auction_calm
Transfers,11,S:92 H:QT962 D:K54 C:K83,S:AJ6 H:A753 D:T832 C:96,S:KQ75 H:J8 D:AQ6 C:QJ74,S:T843 H:K4 D:J97 C:AT52,auction_calm
Transfers,12,S:KJT63 H:96 D:982 C:KJ4,S:A98 H:J7542 D:J73 C:Q8,S:Q4 H:AQ8 D:KQT5 C:AT93,S:752 H:KT3 D:A64 C:7652,auction_calm
Transfers,13,S:93 H:QJT62 D:753 C:KQ4,S:KQ84 H:K93 D:T842 C:65,S:A62 H:875 D:AKQ C:AT98,S:JT75 H:A4 D:J96 C:J732,auction_calm
Transfers,14,S:AK9753 H:842 D:53 C:76,S:QT84 H:T6 D:JT964 C:AT,S:J6 H:A75 D:AQ72 C:KJ83,S:2 H:KQJ93 D:K8 C:Q9542,auction_calm
Transfers,15,S:873 H:AKT872 D:93 C:65,S:Q942 H:43 D:A86 C:QT74,S:A6 H:965 D:KQJ2 C:AK98,S:KJT5 H:QJ D:T754 C:J32,auction_calm
Transfers,16,S:T9873 H:KQT D:A4 C:T73,S:KQ4 H:J742 D:9753 C:65,S:A6 H:965 D:KQJ2 C:AK98,S:J52 H:A83 D:T86 C:QJ42,auction_calm
Transfers,17,S:Q9854 H:KQT83 D:75 C:3,S:JT732 H:A72 D:82 C:Q74,S:AK H:J65 D:AKJ4 C:J865,S:6 H:94 D:QT963 C:AKT92,auction_calm
Transfers,18,S:AK873 H:KT965 D:75 C:9,S:4 H:872 D:Q986 C:AQ743,S:QT5 H:AQ4 D:KJ4 C:KJ65,S:J962 H:J3 D:AT32 C:T82,auction_calm
Transfers,19,S:KQ94 H:AJ973 D:83 C:A6,S:72 H:85 D:QT962 C:J543,S:T5 H:KQT4 D:AK7 C:KQ98,S:AJ863 H:62 D:J54 C:T72,auction_calm
Transfers,20,S:Q9853 H:72 D:8642 C:A3,S:6 H:QJT9653 D:JT C:J72,S:JT4 H:AK D:AK97 C:KQ98,S:AK72 H:84 D:Q53 C:T654,auction_calm
Transfers,21,S:K6 H:AQJT7 D:T95 C:KQ3,S:8532 H:96 D:QJ876 C:T9,S:AJT H:K853 D:AK C:J864,S:Q974 H:42 D:432 C:A752,auction_calm
Transfers,22,S:J3 H:AK953 D:42 C:AK72,S:852 H:QT74 D:QT93 C:T4,S:AQ64 H:J6 D:AK75 C:J83,S:KT97 H:82 D:J86 C:Q965,auction_calm
Transfers,23,S:AJT H:KQJ93 D:Q43 C:72,S:KQ7532 H:4 D:J8 C:KQJ9,S:94 H:A86 D:AK97 C:A865,S:86 H:T752 D:T652 C:T43,auction_1nt_pass_2d_2s
Transfers,24,S:T86 H:Q97532 D:652 C:9,S:AKQ753 H:K4 D:83 C:J43,S:94 H:AJ86 D:AK9 C:A865,S:J2 H:T D:QJT74 C:KQT72,auction_1nt_pass_2d_2s
Transfers,25,S:T95 H:AK753 D:83 C:K42,S:KQ8763 H:Q2 D:T6 C:QJ9,S:AJ4 H:86 D:AK97 C:A865,S:2 H:JT94 D:QJ542 C:T73,auction_1nt_pass_2d_2s
Weak2,1,S:QT2 H:K5 D:9742 C:QJ64,S:8643 H:AJT83 D:Q C:AT2,S:95 H:642 D:AKJT85 C:87,S:AKJ7 H:Q97 D:63 C:K953,auction_calm
Weak2,2,S:Q H:KJT973 D:762 C:642,S:7532 H:A65 D:AT93 C:K5,S:AK84 H:Q4 D:QJ5 C:QJ83,S:JT96 H:82 D:K84 C:AT97,auction_calm
Weak2,3,S:J642 H:K7 D:A843 C:T64,S: H:QT9652 D:KJ95 C:KJ3,S:KQT875 H:A84 D:76 C:92,S:A93 H:J3 D:QT2 C:AQ875,auction_calm
Weak2,4,S:J6 H:Q73 D:QJT973 C:94,S:942 H:92 D:K86 C:AKT63,S:A83 H:AKJ854 D:5 C:875,S:KQT75 H:T6 D:A42 C:QJ2,auction_calm
Weak2,5,S:A853 H:K74 D:A64 C:KQ7,S:T2 H:A6 D:QT98 C:AJ843,S:96 H:QJT852 D:K53 C:65,S:KQJ74 H:93 D:J72 C:T92,auction_calm
Weak2,6,S:KQ9763 H:T2 D:K62 C:74,S: H:AQJ9854 D:Q97 C:AJ2,S:A854 H:73 D:J85 C:QT83,S:JT2 H:K6 D:AT43 C:K965,auction_calm
Weak2,7,S:QJ42 H:A74 D:KJ74 C:KJ,S: H:K863 D:Q985 C:Q9543,S:AK9763 H:Q92 D:62 C:T7,S:T85 H:JT5 D:AT3 C:A862,auction_calm
Weak2,8,S:AQT863 H:76 D:94 C:T62,S: H:AJ98 D:AQT32 C:AKJ5,S:K9754 H:52 D:J85 C:983,S:J2 H:KQT43 D:K76 C:Q74,auction_1h
Weak2,8,S:AQT863 H:76 D:94 C:T62,S: H:AJ98 D:AQT32 C:AKJ5,S:K9754 H:52 D:J85 C:983,S:J2 H:KQT43 D:K76 C:Q74,auction_1h_2s_3h
Weak2,8,S:AQT863 H:76 D:94 C:T62,S:J2 H:AKJ9 D:Q762 C:J75,S:K9754 H:52 D:J85 C:983,S: H:QT843 D:AKT3 C:AKQ4,auction_1h_2s_3h_4s_x
Weak2,9,S:AQ742 H:A63 D:J5 C:AT9,S:8 H:KQT4 D:T98 C:KQ763,S:96 H:875 D:AKQ762 C:54,S:KJT53 H:J92 D:43 C:J82,auction_calm
Weak2,10,S:KQ9763 H:J2 D:J6 C:754,S: H:AQT9865 D:Q983 C:J2,S:A854 H:3 D:AK52 C:KQ83,S:JT2 H:K74 D:T74 C:AT96,auction_calm
Weak2,11,S:KQJ2 H:Q752 D:A5 C:K83,S:AT9643 H:9 D:K93 C:J54,S:75 H:KJT864 D:84 C:A97,S:8 H:A3 D:QJT762 C:QT62,auction_calm
Weak2,12,S:96 H:KQT763 D:754 C:J7,S:AT83 H:A D:J9 C:QT9542,S:KJ54 H:J52 D:AQT3 C:A8,S:Q72 H:984 D:K862 C:K63,auction_calm
Weak2,13,S:AJT H:Q75 D:KQ4 C:AJT4,S:752 H:AJ963 D:87 C:K92,S:943 H:K8 D:AJT965 C:65,S:KQ86 H:T42 D:32 C:Q873,auction_calm
Weak2,14,S:KQT763 H:94 D:KJ7 C:95,S:A82 H:Q8 D:86 C:QJT642,S:J54 H:KJ52 D:AQT3 C:A8,S:9 H:AT763 D:9542 C:K73,auction_calm
Weak2,15,S:T653 H:A7 D:KQ3 C:A862,S:K2 H:QT942 D:J52 C:KQ3,S:AQ9874 H:65 D:986 C:T4,S:J H:KJ83 D:AT74 C:J975,auction_1h
Weak2,16,S:96 H:984 D:AKQ874 C:72,S:T73 H:KQT73 D:96 C:KJ3,S:A542 H:A52 D:J3 C:A865,S:KQJ8 H:J6 D:T52 C:QT94,auction_calm
Weak2,17,S:AK653 H:AQ32 D:J C:765,S:QT8 H:KJT75 D:52 C:Q83,S:J974 H:8 D:AQT986 C:T4,S:2 H:964 D:K743 C:AKJ92,auction_calm
Weak2,18,S:KJ9862 H:T5 D:A74 C:72,S: H:J763 D:QT982 C:A654,S:AQ754 H:AK2 D:3 C:KQJT,S:T3 H:Q984 D:KJ65 C:983,auction_calm
Weak2,19,S:KQJ864 H: D:A852 C:KQ3,S:2 H:Q8742 D:KJ64 C:J94,S:AT7 H:AJT965 D:97 C:52,S:953 H:K3 D:QT3 C:AT876,auction_calm
Weak2,20,S:A93 H:QJT754 D:74 C:J2,S:2 H:K9862 D:AJ95 C:K84,S:KQJT84 H: D:Q86 C:AQ93,S:765 H:A3 D:KT32 C:T765,auction_calm
